movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name
the huntsman: winter's war,Action Adventure Drama Fantasy,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron
teenage mutant ninja turtles,Action Adventure Comedy Sci-Fi,Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard
gravity,Adventure Drama Sci-Fi Thriller,Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren
dante's peak,Action Adventure Thriller,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma
teenage mutant ninja turtles: out of the shadows,Action Adventure Comedy Sci-Fi,Dave Green,Stephen Amell,Noel Fisher,Brad Garrett
fantastic four,Action Adventure Sci-Fi,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker
night at the museum,Action Adventure Comedy Family Fantasy,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan
san andreas,Action Adventure Drama Thriller,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi
tomorrow never dies,Action Adventure Thriller,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker
the patriot,Action Drama History War,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson
ocean's twelve,Crime Thriller,Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden
mr. & mrs. smith,Action Comedy Crime Romance Thriller,Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March
insurgent,Adventure Sci-Fi Thriller,Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer
the aviator,Biography Drama,Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy
gulliver's travels,Adventure Comedy Family Fantasy,Rob Letterman,James Corden,Catherine Tate,Olly Alexander
the green hornet,Action Comedy Crime Sci-Fi Thriller,Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman
the a-team            ,Action Adventure Crime,unknown,George Peppard,Dirk Benedict,Dwight Schultz
300: rise of an empire,Action Drama Fantasy War,Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah
the smurfs,Adventure Animation Comedy Family Fantasy,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley
home on the range,Animation Comedy Family Music Western,Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey
allegiant,Action Adventure Mystery Sci-Fi Thriller,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz
real steel,Action Drama Sci-Fi Sport,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda
the smurfs 2,Adventure Animation Comedy Family Fantasy,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui
speed 2: cruise control,Action Crime Romance Thriller,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles
ender's game,Action Sci-Fi,Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight
live free or die hard,Action Adventure Thriller,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli
the lord of the rings: the fellowship of the ring,Action Adventure Drama Fantasy,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd
around the world in 80 days,Action Adventure Comedy,Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France
ali,Biography Drama Sport,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton
the cat in the hat,Adventure Comedy Family Fantasy,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin
"i, robot",Action Mystery Sci-Fi Thriller,Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride
kingdom of heaven,Action Adventure Drama History War,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister
stuart little,Adventure Comedy Family Fantasy,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones
the princess and the frog,Animation Family Fantasy Musical Romance,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose
the martian,Adventure Drama Sci-Fi,Ridley Scott,Matt Damon,Donald Glover,Benedict Wong
"10,000 b.c.            ",Comedy,Christopher Barnard,Mathew Buck,unknown,unknown
the island,Action Adventure Romance Sci-Fi Thriller,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou
town & country,Comedy Romance,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling
gone in sixty seconds,Action Crime Thriller,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall
gladiator,Action Drama Romance,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed
minority report,Action Mystery Sci-Fi Thriller,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw
harry potter and the chamber of secrets,Adventure Family Fantasy Mystery,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson
casino royale,Action Adventure Thriller,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic
planet of the apes,Action Adventure Sci-Fi Thriller,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari
terminator 2: judgment day,Action Sci-Fi,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson
public enemies,Biography Crime Drama History Romance,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham
american gangster,Biography Crime Drama,Ridley Scott,Denzel Washington,Ruby Dee,RZA
true lies,Action Comedy Thriller,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold
the taking of pelham 1 2 3,Action Crime Thriller,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli
little fockers,Comedy Romance,Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo
the other guys,Action Comedy Crime,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter
eraser,Action Drama Mystery Thriller,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia
django unchained,Drama Western,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh
the hunchback of notre dame,Animation Drama Family Musical Romance,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke
the emperor's new groove,Adventure Animation Comedy Family Fantasy,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler
the expendables 2,Action Adventure Thriller,Simon West,Jason Statham,Sylvester Stallone,Bruce Willis
national treasure,Action Adventure Comedy Family Mystery,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse
eragon,Action Adventure Family Fantasy,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis
where the wild things are,Adventure Drama Family Fantasy,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records
pan,Adventure Family Fantasy,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie
epic,Adventure Animation Family Fantasy,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans
the tourist,Action Romance Thriller,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell
end of days,Action Fantasy Horror Mystery,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier
blood diamond,Adventure Drama Thriller,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins
the wolf of wall street,Biography Comedy Crime Drama,Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau
batman forever,Action Adventure Fantasy,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar
starship troopers,Action Sci-Fi War,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam
cloud atlas,Drama Sci-Fi,Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent
legend of the guardians: the owls of ga'hoole,Action Adventure Animation Family Fantasy,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia
catwoman,Action Crime Fantasy Romance Thriller,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein
hercules,Action Adventure,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal
treasure planet,Adventure Animation Family Sci-Fi,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott
land of the lost,Adventure Comedy Sci-Fi,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson
the expendables 3,Action Adventure Thriller,Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford
point break,Action Crime Sport Thriller,Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo
son of the mask,Comedy Family Fantasy,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein
in the heart of the sea,Action Adventure Biography Drama History Thriller,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane
the adventures of pluto nash,Action Comedy Sci-Fi,Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young
green zone,Action Drama Thriller War,Paul Greengrass,Matt Damon,Sean Huze,Igal Naor
the peanuts movie,Adventure Animation Comedy Family,Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez
the spanish prisoner,Drama Mystery Thriller,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott
the mummy returns,Action Adventure Fantasy Thriller,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez
gangs of new york,Crime Drama,Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent
the flowers of war,Drama History Romance War,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi
surf's up,Animation Comedy Family Sport,Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder
the stepford wives,Comedy Sci-Fi Thriller,Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart
black hawk down,Drama History War,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner
the campaign,Comedy,Jay Roach,Will Ferrell,Thomas Middleditch,Katherine LaNasa
the fifth element,Action Adventure Sci-Fi,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman
sex and the city 2,Comedy Drama Romance,Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis
the road to el dorado,Adventure Animation Comedy Family Romance,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John
ice age: continental drift,Adventure Animation Comedy Family,Steve Martino,Peter Dinklage,Josh Gad,Drake
cinderella,Drama Family Fantasy Romance,Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James
the lovely bones,Drama Fantasy Thriller,Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy
finding nemo,Adventure Animation Comedy Family,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett
the lord of the rings: the return of the king,Action Adventure Drama Fantasy,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill
the lord of the rings: the two towers,Action Adventure Drama Fantasy,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd
seventh son,Action Adventure Fantasy,Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams
lara croft: tomb raider,Action Adventure Fantasy Thriller,Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie
transcendence,Drama Mystery Romance Sci-Fi Thriller,Wally Pfister,Johnny Depp,Morgan Freeman,Clifton Collins Jr.
jurassic park iii,Action Adventure Sci-Fi Thriller,Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola
rise of the planet of the apes,Action Drama Sci-Fi Thriller,Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine
the spiderwick chronicles,Adventure Family Fantasy,Mark Waters,Martin Short,Tod Fennell,Joan Plowright
a good day to die hard,Action Thriller,John Moore,Bruce Willis,Cole Hauser,Megalyn Echikunwoke
the alamo,Drama History War Western,John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà
the incredibles,Action Adventure Animation Family,Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano
cutthroat island,Action Adventure Comedy,Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine
percy jackson & the olympians: the lightning thief,Adventure Family Fantasy,Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan
men in black,Adventure Comedy Family Mystery Sci-Fi,Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino
toy story 2,Adventure Animation Comedy Family Fantasy,John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight
unstoppable,Action Thriller,Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee
rush hour 2,Action Comedy Crime Thriller,Brett Ratner,Mei Melançon,John Lone,Harris Yulin
what lies beneath,Drama Fantasy Horror Mystery Thriller,Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto
cloudy with a chance of meatballs,Animation Comedy Family Sci-Fi,Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker
ice age: dawn of the dinosaurs,Action Adventure Animation Comedy Family,Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton
the secret life of walter mitty,Adventure Comedy Drama Fantasy Romance,Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick
charlie's angels,Action Adventure Comedy Crime Thriller,McG,Bill Murray,LL Cool J,Kelly Lynch
the departed,Crime Drama Thriller,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone
mulan,Adventure Animation Family Fantasy Musical War,Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray
tropic thunder,Action Comedy,Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson
the girl with the dragon tattoo,Crime Drama Mystery Thriller,David Fincher,Robin Wright,Goran Visnjic,Joely Richardson
die hard with a vengeance,Action Adventure Thriller,John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin
sherlock holmes,Action Adventure Crime Mystery Thriller,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet
ben-hur,Adventure Drama History,Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias
atlantis: the lost empire,Action Adventure Animation Family Fantasy Sci-Fi,Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer
alvin and the chipmunks: the road chip,Adventure Animation Comedy Family Fantasy Music,Walt Becker,Bella Thorne,Joshua Mikel,Jesse McCartney
valkyrie,Drama History Thriller War,Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann
you don't mess with the zohan,Action Comedy,Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon
pixels,Action Animation Comedy Sci-Fi,Chris Columbus,Peter Dinklage,Adam Sandler,Josh Gad
a.i. artificial intelligence,Adventure Drama Sci-Fi,Steven Spielberg,Haley Joel Osment,William Hurt,Kevin Sussman
the haunted mansion,Comedy Family Fantasy Horror Mystery,Rob Minkoff,Marsha Thomason,Rachael Harris,Marc John Jefferies
contact,Drama Mystery Sci-Fi Thriller,Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King
hollow man,Action Horror Sci-Fi Thriller,Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick
the interpreter,Crime Mystery Thriller,Sydney Pollack,Curtiss Cook,George Harris,Michael Wright
percy jackson: sea of monsters,Adventure Family Fantasy,Thor Freudenthal,Logan Lerman,Leven Rambin,Brandon T. Jackson
lara croft tomb raider: the cradle of life,Action Adventure Fantasy,Jan de Bont,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou
now you see me 2,Action Adventure Comedy Crime Mystery Thriller,Jon M. Chu,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan
the saint,Action Adventure Romance Sci-Fi Thriller,Phillip Noyce,Alun Armstrong,Michael Byrne,Velibor Topic
spy game,Action Crime Thriller,Tony Scott,Brad Pitt,Stephen Dillane,Catherine McCormack
mission to mars,Adventure Sci-Fi Thriller,Brian De Palma,Don Cheadle,Connie Nielsen,Kim Delaney
rio,Adventure Animation Comedy Family Musical,Carlos Saldanha,Anne Hathaway,Wanda Sykes,Will.i.am
bicentennial man,Comedy Drama Sci-Fi,Chris Columbus,Robin Williams,Oliver Platt,John Michael Higgins
volcano,Action Drama Sci-Fi Thriller,Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann
the devil's own,Action Crime Drama Thriller,Alan J. Pakula,Harrison Ford,Brad Pitt,Natascha McElhone
k-19: the widowmaker,Drama History Thriller War,Kathryn Bigelow,Liam Neeson,Christian Camargo,Lex Shrapnel
fantastic four,Action Adventure Sci-Fi,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker
conan the barbarian,Adventure Fantasy,John Milius,William Smith,Mako,Sandahl Bergman
cinderella man,Biography Drama Sport,Ron Howard,Paddy Considine,Bruce McGill,Rosemarie DeWitt
the nutcracker in 3d,Action Family Fantasy Musical,Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,Richard E. Grant
seabiscuit,Drama History Sport,Gary Ross,Jeff Bridges,Michael Angarano,Michael O'Neill
twister,Action Adventure Drama Thriller,Jan de Bont,Philip Seymour Hoffman,Alan Ruck,Jami Gertz
the fast and the furious,Action Crime Thriller,Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster
cast away,Adventure Drama Romance,Robert Zemeckis,Tom Hanks,Paul Sanchez,Nick Searcy
happy feet,Animation Comedy Family Music Romance,George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily
the bourne supremacy,Action Mystery Thriller,Paul Greengrass,Matt Damon,Joan Allen,Oksana Akinshina
air force one,Action Adventure Drama Thriller,Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell
ocean's eleven,Crime Thriller,Steven Soderbergh,Brad Pitt,Bernie Mac,Elliott Gould
the three musketeers,Action Adventure Romance,Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom
hotel transylvania,Animation Comedy Family Fantasy,Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz
enchanted,Animation Comedy Family Fantasy Musical Romance,Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore
hannibal            ,Crime Drama Horror Mystery Thriller,unknown,Caroline Dhavernas,Scott Thompson,Hettienne Park
safe house,Action Crime Mystery Thriller,Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard
102 dalmatians,Adventure Comedy Family,Kevin Lima,Ioan Gruffudd,Eric Idle,Jim Carter
tower heist,Action Comedy Crime,Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch
the holiday,Comedy Romance,Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish
enemy of the state,Action Crime Drama Mystery Thriller,Tony Scott,Will Smith,Jake Busey,Lisa Bonet
it's complicated,Comedy Drama Romance,Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan
ocean's thirteen,Crime Thriller,Steven Soderbergh,Al Pacino,Matt Damon,Brad Pitt
open season,Adventure Animation Comedy Family,Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski
divergent,Adventure Mystery Sci-Fi,Neil Burger,Kate Winslet,Theo James,Mekhi Phifer
enemy at the gates,Drama History War,Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick
the rundown,Action Adventure Comedy Thriller,Peter Berg,Dwayne Johnson,Rosario Dawson,Ewen Bremner
last action hero,Action Adventure Comedy Fantasy,John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright
memoirs of a geisha,Drama Romance,Rob Marshall,Li Gong,Mako,Karl Yune
the fast and the furious: tokyo drift,Action Crime Thriller,Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin
arthur christmas,Adventure Animation Comedy Family Fantasy,Sarah Smith,Jim Broadbent,Imelda Staunton,Michael Palin
meet joe black,Drama Fantasy Romance,Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber
collateral damage,Action Drama Thriller,Andrew Davis,Raymond Cruz,Rick Worthy,Jsu Garcia
all that jazz,Comedy Drama Music Musical,Bob Fosse,Roy Scheider,Ben Vereen,Max Wright
mirror mirror,Adventure Comedy Drama Family Fantasy,Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn
scott pilgrim vs. the world,Action Comedy Fantasy Romance,Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong
the core,Action Adventure Sci-Fi Thriller,Jon Amiel,Glenn Morshower,Tchéky Karyo,Rekha Sharma
nutty professor ii: the klumps,Comedy Romance Sci-Fi,Peter Segal,Larry Miller,Janet Jackson,Chris Elliott
scooby-doo,Adventure Comedy Mystery,Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.
dredd,Action Sci-Fi,Pete Travis,Wood Harris,Jason Cope,Rakie Ayola
click,Comedy Drama Fantasy Romance,Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner
creepshow,Comedy Fantasy Horror,George A. Romero,Ted Danson,Hal Holbrook,Adrienne Barbeau
cats & dogs: the revenge of kitty galore,Action Comedy Family Fantasy,Brad Peyton,Jack McBrayer,Sean Hayes,Katt Williams
jumper,Action Adventure Sci-Fi Thriller,Doug Liman,Kristen Stewart,Hayden Christensen,Tom Hulce
hellboy ii: the golden army,Action Adventure Fantasy Horror Sci-Fi,Guillermo del Toro,Seth MacFarlane,Iván Kamarás,Brian Steele
